aifi_cell_type,timepoint,fg,bg,n_sample,gene,coef_C,coef_D,logFC,nomP,adjP,direction_sign,direction,upr_pathway,alt_name,y_offset,y_pos,order,gene_ypos,treat_label,cell_type_label,cell_type_color,cell_type_xpos,cell_type_ypos
t_cd4_naive,24,bortezomib,dmso,1352,DNAJC3,0.0240021649476381,-0.0748551923522504,-0.0153999922730034,0.484550290630098,0.780756098368445,-1,dn,IRE1alpha activates chaperones,,0,37,20,20,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,EDEM1,-0.0076541427703204,-0.0919133448412311,-0.0176847843091141,0.667356198896267,0.870542928466573,-1,dn,IRE1alpha activates chaperones,,0,36,19,19,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,EIF2AK3,0.00462064230325531,-0.127059298323047,-0.0449847328828061,0.325218948926637,0.680051618938742,-1,dn,Key regulators,PERK,4,93,55,59,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,EIF2S1,0.00753122047693155,-0.0145235697767534,-0.00178921299507406,0.955427906502155,0.982191669061993,-1,dn,PERK regulates gene expression,,3,80,46,49,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,EIF2S2,-0.0172278671017691,-0.0970943848200038,-0.0403521513844738,0.374955755089675,0.715222740994232,-1,dn,PERK regulates gene expression,,3,79,45,48,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,EIF2S3,0.0240966224403452,0.121850957551094,0.039974178838987,0.213766754035072,0.578030878817786,1,up,PERK regulates gene expression,,3,78,44,47,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,ERN1,-0.0443113407026509,0.0339902293094472,-1.92647977756977e-05,0.32931790033283,0.682667106906163,-1,dn,Key regulators,IRE1a,4,92,54,58,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,EXOSC1,0.0135481719720785,-0.0825013671935824,-0.0115622461125675,0.709419489544991,0.888492380502035,-1,dn,PERK regulates gene expression,,3,77,43,46,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,EXOSC5,0.0267662274264815,-0.134516983456741,-0.00794307287529947,0.538408862588487,0.811407038428152,-1,dn,PERK regulates gene expression,,3,73,42,45,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,EXOSC6,0.0457078251173406,0.0467817750747072,0.0140133122393588,0.105043544277411,0.429240268837369,1,up,PERK regulates gene expression,,3,72,41,44,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,EXOSC7,-0.0429078974950071,-0.158328107875487,-0.0237350980934423,0.155279629865289,0.513811274969671,-1,dn,PERK regulates gene expression,,3,71,40,43,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,EXOSC8,0.0453079818640599,0.0640322725349274,0.0194117787339022,0.0651702751148164,0.340501369298802,1,up,PERK regulates gene expression,,3,70,39,42,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,GFPT1,0.0362003944181176,0.0924169410992973,0.0281967846386413,0.286462432918103,0.650241746221324,1,up,IRE1alpha activates chaperones,,0,31,18,18,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,GOSR2,0.0509191214972409,-0.0267986928124434,0.00332513144711483,0.0832429812939613,0.379817767117598,1,up,IRE1alpha activates chaperones,,0,30,17,17,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,HDGF,-0.00252508228603302,-0.310129853064763,-0.0194999566341631,0.231550756433834,0.595971242230707,-1,dn,IRE1alpha activates chaperones,,0,28,15,15,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,HERPUD1,0.0361230101227638,0.0996796570928212,0.0337015502114094,0.154258652950446,0.512899608279711,1,up,PERK regulates gene expression,,3,68,38,41,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,HSP90B1,-0.00525970640408139,-0.204206569461127,-0.0788068334540912,0.042113829960661,0.270438870320521,-1,dn,ATF6 (ATF6-alpha) activates chaperones,,1,55,29,30,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,HSPA5,0.00211186038434856,-0.174780541506203,-0.0607174332496129,0.111691041033814,0.442266538321813,-1,dn,Key regulators,BiP/GRP78,4,91,53,57,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,KHSRP,0.0143720498674757,0.0226181895134772,0.00349848602516772,0.765223050720212,0.911984520664897,1,up,PERK regulates gene expression,,3,65,37,40,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,MBTPS1,0.00170212902500064,0.0636484244188872,0.0224137154068148,0.74908284623317,0.905387437205768,1,up,ATF6 (ATF6-alpha) activates chaperones,,1,54,28,29,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,MYDGF,-0.00712131189414552,-0.234676313107204,-0.0609809773267777,0.0446165332093299,0.280269295426339,-1,dn,IRE1alpha activates chaperones,,0,23,12,12,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,NFYA,0.0603287958455037,0.0550708775531202,0.0125893622007067,0.201732740225088,0.567631591560168,1,up,ATF6/PERK ,,2,60,33,35,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,NFYC,-0.00317952793828855,0.115249924209715,0.0233084052779282,0.558278627864133,0.818530880733899,1,up,ATF6/PERK ,,2,58,31,33,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PARN,0.0279670298637768,-0.0155669687470069,0.0020808311570783,0.539650797945476,0.811407038428152,1,up,PERK regulates gene expression,,3,64,36,39,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PDIA5,-0.024315077682508,-0.253296036849959,-0.0246875568973043,0.220427440005836,0.583005138152037,-1,dn,IRE1alpha activates chaperones,,0,22,11,11,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PDIA6,0.0178245244681617,-0.22350934733755,-0.033446817525864,0.138356034718104,0.490833602092454,-1,dn,IRE1alpha activates chaperones,,0,21,10,10,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,SERP1,0.0221279710995245,0.0262973308637459,0.0144566939869343,0.511201352033883,0.798882308496308,1,up,IRE1alpha activates chaperones,,0,16,9,9,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,SRPRA,-0.0364931743632583,-0.137593853235408,-0.0350447907240067,0.0818196397589964,0.376007571570702,-1,dn,IRE1alpha activates chaperones,,0,13,8,8,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,SRPRB,0.00525521136970958,0.172986153885637,0.0260626354594792,0.35367509747604,0.702132942605309,1,up,IRE1alpha activates chaperones,,0,12,7,7,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,SSR1,-0.015550079642919,-0.0801967825365275,-0.0238367067565393,0.555797997487222,0.81803756048099,-1,dn,IRE1alpha activates chaperones,,0,11,6,6,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,TLN1,0.0237103583904287,0.0576945820014473,0.0120682335451605,0.514843470388206,0.799828244951907,1,up,IRE1alpha activates chaperones,,0,7,4,4,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,TPP1,0.0261304015875199,0.362235674884538,0.0442012719903555,0.0196084377186239,0.183200367093445,1,up,IRE1alpha activates chaperones,,0,6,3,3,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,TSPYL2,-0.000122341321156946,0.053168461315175,0.00501631531645097,0.938771605953903,0.977039163711107,1,up,IRE1alpha activates chaperones,,0,5,2,2,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,XBP1,-0.0489772233831783,-0.351435702035767,-0.156484529647101,4.13262862966428e-06,0.000236546728280037,-1,dn,Key regulators,,4,90,52,56,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,ZBTB17,0.0178062973641323,0.21369265378162,0.0176669634649943,0.415972551200702,0.74070452102294,1,up,IRE1alpha activates chaperones,,0,1,1,1,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_treg,24,bortezomib,dmso,78,ACADVL,0.0434103656413642,1.35263704706152,0.187072180380808,0.0314633880002826,0.550075480028893,1,up,IRE1alpha activates chaperones,,0,50,27,27,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,ADD1,-0.0561038543577117,0.714497119650015,0.238389874195107,0.111995164083561,0.882323622362042,1,up,IRE1alpha activates chaperones,,0,49,26,26,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,ATF4,-0.0289245297122245,0.132637790583575,0.0282123273939928,0.90030943445676,0.999998222324989,1,up,ATF6/PERK ,,2,62,35,37,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,ATF6,0.0207399840512157,0.649701811582888,0.269551336982949,0.148107670010124,0.952344893792544,1,up,Key regulators,,4,94,56,60,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,ATP6V0D1,-0.0208367576432821,0.424195232260609,0.0492764090944511,0.715782270308181,0.999998222324989,1,up,IRE1alpha activates chaperones,,0,47,24,24,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,CALR,-0.0829670410943655,-0.0917141776951015,-0.0503158314532993,0.633493809762002,0.999998222324989,-1,dn,ATF6 (ATF6-alpha) activates chaperones,,1,56,30,31,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,CEBPB,0.021702183673258,0.829855485515454,0.10643632202612,0.281073410770807,0.999998222324989,1,up,PERK regulates gene expression,,3,85,50,53,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,CEBPG,-0.023383622056649,0.182951018990092,0.0165481270453784,0.948422382156567,0.999998222324989,1,up,PERK regulates gene expression,,3,84,49,52,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,CTDSP2,0.0628081127757266,0.112470278015796,0.0261919234712375,0.888459836322474,0.999998222324989,1,up,IRE1alpha activates chaperones,,0,44,23,23,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,DCP2,-0.119475692386246,-0.145018413473465,-0.0863455911654059,0.415788322884952,0.999998222324989,-1,dn,PERK regulates gene expression,,3,82,47,50,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,DDIT3,-0.0674487142563843,0.674803907509804,0.0332189595904846,0.664409989997232,0.999998222324989,1,up,ATF6/PERK ,CHOP,2,61,34,36,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,DDX11,-0.0332339109635728,0.00948166473425826,-0.000867407961385069,0.99639240607997,0.999998222324989,-1,dn,IRE1alpha activates chaperones,,0,40,22,22,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,DNAJB11,0.0236388863450472,0.460578048500982,0.0691933857839913,0.613390047012662,0.999998222324989,1,up,IRE1alpha activates chaperones,,0,39,21,21,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,DNAJC3,0.15804257704264,-0.537034552947534,-0.0968218344777445,0.221345753659137,0.999998222324989,-1,dn,IRE1alpha activates chaperones,,0,37,20,20,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,EDEM1,0.115034300328495,-0.27054084723154,-0.0381477666953938,0.40722062584742,0.999998222324989,-1,dn,IRE1alpha activates chaperones,,0,36,19,19,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,EIF2AK3,-0.0768092284768424,-0.005444987076917,-0.0151287463976032,0.883613201667461,0.999998222324989,-1,dn,Key regulators,PERK,4,93,55,59,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,EIF2S1,-0.149090357662018,0.269997341671745,0.0324525394721724,0.428130918842779,0.999998222324989,1,up,PERK regulates gene expression,,3,80,46,49,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,EIF2S2,0.0607143058032843,0.681648270815992,0.29294390445988,0.120924359240345,0.90094816899212,1,up,PERK regulates gene expression,,3,79,45,48,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,EIF2S3,0.0715560477069668,0.40111002906981,0.128238275658797,0.415590345050848,0.999998222324989,1,up,PERK regulates gene expression,,3,78,44,47,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,ERN1,-0.0982733590930944,0.31144377829802,0.0537597650374892,0.480365341681226,0.999998222324989,1,up,Key regulators,IRE1a,4,92,54,58,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,EXOSC1,-0.0446578765591719,-0.0896806788034325,-0.0305921487588305,0.884117302795552,0.999998222324989,-1,dn,PERK regulates gene expression,,3,77,43,46,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,EXOSC5,0.191363292080287,-0.484568507221863,-0.0268205036440871,0.651076917558192,0.999998222324989,-1,dn,PERK regulates gene expression,,3,73,42,45,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,EXOSC6,-0.0296398012189791,0.533324482282626,0.0912792537884914,0.503981782578686,0.999998222324989,1,up,PERK regulates gene expression,,3,72,41,44,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,EXOSC7,-0.144302276020792,0.15066716002428,0.0064194155900138,0.782521270181232,0.999998222324989,1,up,PERK regulates gene expression,,3,71,40,43,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,EXOSC8,0.0046232676857009,0.789048099576607,0.149768114996908,0.200340277413974,0.999998222324989,1,up,PERK regulates gene expression,,3,70,39,42,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,GFPT1,-0.191566654984962,0.287229295900497,0.0310817607184934,0.455135052561525,0.999998222324989,1,up,IRE1alpha activates chaperones,,0,31,18,18,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,GOSR2,-0.185238360581033,0.631171733852369,0.107698045666234,0.0668022835427018,0.76686920255639,1,up,IRE1alpha activates chaperones,,0,30,17,17,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,GSK3A,0.0148735972646677,-1.34821878179838,-0.0985473613301483,0.124434169871047,0.90094816899212,-1,dn,IRE1alpha activates chaperones,,0,29,16,16,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,HDGF,0.0910071538164023,0.49754786993842,0.0641597915590097,0.597301012281343,0.999998222324989,1,up,IRE1alpha activates chaperones,,0,28,15,15,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,HERPUD1,-0.0610323556060694,0.29376563402572,0.0853912645589009,0.613660824755102,0.999998222324989,1,up,PERK regulates gene expression,,3,68,38,41,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,HSP90B1,0.103362312532897,0.342928357568475,0.144941622438244,0.331548027715985,0.999998222324989,1,up,ATF6 (ATF6-alpha) activates chaperones,,1,55,29,30,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,HSPA5,-0.0315315231843223,-0.21911291436573,-0.0734866824846719,0.783870460983726,0.999998222324989,-1,dn,Key regulators,BiP/GRP78,4,91,53,57,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,KHSRP,-0.109150152516542,1.27495646813024,0.104430847155715,0.0897868495971108,0.841894743300921,1,up,PERK regulates gene expression,,3,65,37,40,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,KLHDC3,-0.0348932902316143,1.01668844484174,0.0358026504644875,0.401619333460119,0.999998222324989,1,up,IRE1alpha activates chaperones,,0,25,14,14,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,LMNA,0.130025112607686,0.239186835755011,0.0474374355205561,0.639265409489514,0.999998222324989,1,up,IRE1alpha activates chaperones,,0,24,13,13,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,MBTPS1,0.0651563853856275,-0.248722049243699,-0.0645612842294211,0.561559200083688,0.999998222324989,-1,dn,ATF6 (ATF6-alpha) activates chaperones,,1,54,28,29,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,MYDGF,0.0295868050921884,0.201220484438864,0.0380128276945595,0.880968667964931,0.999998222324989,1,up,IRE1alpha activates chaperones,,0,23,12,12,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,NFYA,0.0772863379269731,0.55444794265939,0.0572237544501172,0.617006703447681,0.999998222324989,1,up,ATF6/PERK ,,2,60,33,35,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,NFYB,NA,2.74615655982235,1.2,0.00261287922701597,0.21487546087455,1,up,ATF6/PERK ,,2,59,32,34,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,NFYC,-0.122237466440651,-0.0157581021402854,-0.0209539254874201,0.713662872926337,0.999998222324989,-1,dn,ATF6/PERK ,,2,58,31,33,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PARN,-0.157111812481634,-0.105598923535226,-0.0583668614765032,0.523726481062131,0.999998222324989,-1,dn,PERK regulates gene expression,,3,64,36,39,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PDIA6,-0.286162076918062,0.00527610421172498,-0.032148525151961,0.253111142419645,0.999998222324989,-1,dn,IRE1alpha activates chaperones,,0,21,10,10,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,SERP1,-0.0444983164834801,0.451501693900307,0.127393638115198,0.427576029717255,0.999998222324989,1,up,IRE1alpha activates chaperones,,0,16,9,9,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,SRPRA,-0.0474255465861184,0.0878394417737459,0.00956129479593948,0.8902473435499,0.999998222324989,1,up,IRE1alpha activates chaperones,,0,13,8,8,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,SRPRB,0.0507924058669827,-0.305532824044595,-0.0334614029441149,0.820344235095556,0.999998222324989,-1,dn,IRE1alpha activates chaperones,,0,12,7,7,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,SSR1,0.283427614529462,-0.37521786362369,-0.0366763041881671,0.0817818883244679,0.811800544465045,-1,dn,IRE1alpha activates chaperones,,0,11,6,6,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,TLN1,0.0157314411472112,-0.248859135174756,-0.0561726438216213,0.802729435813405,0.999998222324989,-1,dn,IRE1alpha activates chaperones,,0,7,4,4,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,TPP1,-0.0550989777280825,-0.198955843462891,-0.047408284044279,0.796499790340894,0.999998222324989,-1,dn,IRE1alpha activates chaperones,,0,6,3,3,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,TSPYL2,0.0669267677315578,-0.294520554360294,-0.0257801912955459,0.855705009979546,0.999998222324989,-1,dn,IRE1alpha activates chaperones,,0,5,2,2,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,XBP1,0.0814016333652059,-0.503457371666913,-0.0671689862536005,0.522033696726906,0.999998222324989,-1,dn,Key regulators,,4,90,52,56,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd8_memory,24,bortezomib,dmso,163,ACADVL,0.0641544212486985,1.77459312272871,0.263165174950301,6.75172200555967e-06,0.000387870626992658,1,up,IRE1alpha activates chaperones,,0,50,27,27,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,ADD1,0.0591163223298412,0.192373135066123,0.0900503348128479,0.419376961128366,0.819924856988414,1,up,IRE1alpha activates chaperones,,0,49,26,26,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,ARFGAP1,-0.00245298816650238,-0.59944693604886,-0.0434835855302568,0.396921244952953,0.811447026971138,-1,dn,IRE1alpha activates chaperones,,0,48,25,25,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,ATF4,-0.124320024713686,0.453938415620773,0.103367483118364,0.0467769079793512,0.325691784965515,1,up,ATF6/PERK ,,2,62,35,37,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,ATF6,-0.0109604234281849,0.366853645209332,0.146046745123409,0.270416081278537,0.716040752161381,1,up,Key regulators,,4,94,56,60,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,ATP6V0D1,-0.0196482935430375,0.282444603384988,0.0345477240469248,0.72260402930482,0.939355515561986,1,up,IRE1alpha activates chaperones,,0,47,24,24,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,CALR,-0.0523333192977877,0.111500944103152,0.0196600113329217,0.694995310361976,0.93567288609918,1,up,ATF6 (ATF6-alpha) activates chaperones,,1,56,30,31,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,CEBPB,0.04478552756854,0.144336890985109,0.0232002081740783,0.857301902137736,0.973797044136642,1,up,PERK regulates gene expression,,3,85,50,53,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,CEBPG,0.0695789218757459,0.447443440618683,0.068187641535376,0.298682816969337,0.74167450872302,1,up,PERK regulates gene expression,,3,84,49,52,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,CTDSP2,0.0167688019191164,-0.784009391754942,-0.0806942706895206,0.140578941872489,0.558607450078451,-1,dn,IRE1alpha activates chaperones,,0,44,23,23,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,DCP2,0.0944763809209029,0.17909516270628,0.0780536958882895,0.324315301489773,0.765795486116768,1,up,PERK regulates gene expression,,3,82,47,50,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,DDX11,-0.0301933242921572,-0.534711747534644,-0.0297105473763466,0.558324295157351,0.895994802596828,-1,dn,IRE1alpha activates chaperones,,0,40,22,22,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,DNAJB11,0.10441759051962,-0.301014090673494,-0.0374984231653522,0.257507337839359,0.70394090106532,-1,dn,IRE1alpha activates chaperones,,0,39,21,21,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,DNAJC3,-0.0791163210826929,0.0213272594358592,-0.0169928225564706,0.568162603441608,0.900131476272828,-1,dn,IRE1alpha activates chaperones,,0,37,20,20,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,EDEM1,-0.0452927091770085,-0.806877114570099,-0.162308548601226,0.022489421876742,0.215487166084838,-1,dn,IRE1alpha activates chaperones,,0,36,19,19,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,EIF2AK3,0.0626094259376465,-0.187812383072496,-0.0420408565915791,0.609635493494863,0.909567812642705,-1,dn,Key regulators,PERK,4,93,55,59,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,EIF2S1,-0.00791302621362443,0.242487080814546,0.0469756559538433,0.716591359636196,0.939355515561986,1,up,PERK regulates gene expression,,3,80,46,49,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,EIF2S2,-0.00599068331303165,0.212554842519219,0.0811374168632342,0.643472869389072,0.922439306115407,1,up,PERK regulates gene expression,,3,79,45,48,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,EIF2S3,0.0285719087137357,0.194854240547709,0.0598298716393769,0.717213124703922,0.939355515561986,1,up,PERK regulates gene expression,,3,78,44,47,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,ERN1,-0.0768967503521872,-0.418616916093729,-0.209317633196806,0.123956079350892,0.528823953358466,-1,dn,Key regulators,IRE1a,4,92,54,58,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,EXOSC1,-0.107096719913277,-0.187530099052762,-0.0637448566072029,0.355337331268647,0.785980240104027,-1,dn,PERK regulates gene expression,,3,77,43,46,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,EXOSC6,0.058018368941773,0.23146360981892,0.044666582117702,0.590840661938929,0.905299806673084,1,up,PERK regulates gene expression,,3,72,41,44,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,EXOSC7,-0.0202626916160157,0.36460480187701,0.0434264331067929,0.60513931200945,0.908649273187697,1,up,PERK regulates gene expression,,3,71,40,43,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,EXOSC8,-0.0435100615266295,-0.0381499771367995,-0.0116685424665805,0.81350912076403,0.96127972192931,-1,dn,PERK regulates gene expression,,3,70,39,42,Bor/DMSO,CD8 Memory,#009444,6,2
