fg,timepoint,aifi_cell_type,pathway_label,all_padj,all_NES,no_psm_padj,no_psm_NES,cell_type_label,cell_type_color,cell_type_xpos,cell_type_ypos,pathway,diff,abs_diff,all_sig,no_psm_sig,sig_change
bortezomib,24,t_cd4_naive,PI3K/AKT/mTOR Signaling,0.370134430176565,1.23015406529176,0.260097087378641,1.33675173260434,CD4 Naive,#93A7D1,1,7,HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.10659766731258,0.10659766731258,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_naive,G2/M Checkpoint,0.469921352074966,1.10398599442793,0.482216142270862,1.04998234058434,CD4 Naive,#93A7D1,1,7,HALLMARK_G2M_CHECKPOINT,-0.05400365384359,0.05400365384359,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_naive,Heme Metabolism,0.580440587449933,1.00499120711275,0.484536082474227,1.05008467801487,CD4 Naive,#93A7D1,1,7,HALLMARK_HEME_METABOLISM,0.04509347090212,0.04509347090212,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_naive,E2F Targets,0.618937057863232,0.980552948818574,0.463706835799859,1.07210850931899,CD4 Naive,#93A7D1,1,7,HALLMARK_E2F_TARGETS,0.0915555605004159,0.0915555605004159,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_naive,Apical Junction,0.662277662277662,0.893755972895261,0.584725033738192,0.970382961526358,CD4 Naive,#93A7D1,1,7,HALLMARK_APICAL_JUNCTION,0.076626988631097,0.076626988631097,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_naive,Bile Acid Metabolism,0.693809523809524,0.876578764932445,0.633236495305461,0.946186482188825,CD4 Naive,#93A7D1,1,7,HALLMARK_BILE_ACID_METABOLISM,0.0696077172563799,0.0696077172563799,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_naive,Oxidative Phosphorylation,0.7796873135219,0.843497976877461,0.636722972972973,0.937704237664449,CD4 Naive,#93A7D1,1,7,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.094206260786988,0.094206260786988,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_naive,Peroxisome,0.7796873135219,0.795004659222259,0.721164021164021,0.871178122122558,CD4 Naive,#93A7D1,1,7,HALLMARK_PEROXISOME,0.0761734629002989,0.0761734629002989,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_naive,Mitotic Spindle,0.85391330078414,0.733931981227499,0.810552634953199,0.810559100810468,CD4 Naive,#93A7D1,1,7,HALLMARK_MITOTIC_SPINDLE,0.076627119582969,0.076627119582969,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_naive,Myogenesis,0.926310999089827,0.588745828820718,0.93289224952741,0.631330056540498,CD4 Naive,#93A7D1,1,7,HALLMARK_MYOGENESIS,0.04258422771978,0.04258422771978,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_naive,DNA Repair,0.998664886515354,0.494090768659663,1,0.468906376521915,CD4 Naive,#93A7D1,1,7,HALLMARK_DNA_REPAIR,-0.025184392137748,0.025184392137748,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_naive,Coagulation,0.819887739379265,-0.760214734561296,0.830136268343815,-0.761581597212052,CD4 Naive,#93A7D1,1,7,HALLMARK_COAGULATION,-0.00136686265075603,0.00136686265075603,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_naive,TGFβ Signaling,0.805966643175945,-0.816835097189996,0.810552634953199,-0.802928496941393,CD4 Naive,#93A7D1,1,7,HALLMARK_TGF_BETA_SIGNALING,0.013906600248603,0.013906600248603,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_naive,Apical Surface,0.656730321378668,-0.931394954019263,0.655052264808362,-0.920794824030924,CD4 Naive,#93A7D1,1,7,HALLMARK_APICAL_SURFACE,0.0106001299883389,0.0106001299883389,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_naive,UV Response UP,0.57124716553288,-1.02314292680472,0.360153256704981,-1.16357124917391,CD4 Naive,#93A7D1,1,7,HALLMARK_UV_RESPONSE_UP,-0.14042832236919,0.14042832236919,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_naive,Unfolded Protein Response,0.49306856500562,-1.06071550569249,0.484536082474227,-1.05922683113716,CD4 Naive,#93A7D1,1,7,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.00148867455532997,0.00148867455532997,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_naive,Androgen Response,0.49306856500562,-1.07517185101659,0.460653409090909,-1.10226624705706,CD4 Naive,#93A7D1,1,7,HALLMARK_ANDROGEN_RESPONSE,-0.0270943960404699,0.0270943960404699,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_naive,WNT/β-Catenin Signaling,0.451288056206089,-1.13595472693478,0.460653409090909,-1.14265690136942,CD4 Naive,#93A7D1,1,7,HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.00670217443464005,0.00670217443464005,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_naive,Notch Signaling,0.46326164874552,-1.14206047870098,0.460653409090909,-1.13262543666615,CD4 Naive,#93A7D1,1,7,HALLMARK_NOTCH_SIGNALING,0.00943504203483014,0.00943504203483014,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_naive,KRAS Signaling DN,0.41116018345507,-1.19847802674424,0.360153256704981,-1.21164292390102,CD4 Naive,#93A7D1,1,7,HALLMARK_KRAS_SIGNALING_DN,-0.0131648971567799,0.0131648971567799,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_naive,Estrogen Response Late,0.341074020319303,-1.20404820218235,0.328703703703704,-1.1964292978998,CD4 Naive,#93A7D1,1,7,HALLMARK_ESTROGEN_RESPONSE_LATE,0.00761890428255008,0.00761890428255008,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_naive,TNFβ Signaling via NFκB,0.27280692147629,-1.26586675091945,0.260097087378641,-1.25716446348258,CD4 Naive,#93A7D1,1,7,HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.00870228743686985,0.00870228743686985,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_naive,UV Response DN,0.27280692147629,-1.27474454770185,0.260097087378641,-1.26712906320752,CD4 Naive,#93A7D1,1,7,HALLMARK_UV_RESPONSE_DN,0.00761548449432992,0.00761548449432992,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_naive,Apoptosis,0.187012012012012,-1.31821565858048,0.239332748024583,-1.30037764463497,CD4 Naive,#93A7D1,1,7,HALLMARK_APOPTOSIS,0.0178380139455101,0.0178380139455101,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_naive,Cholesterol Homeostasis,0.27280692147629,-1.32908871939611,0.260097087378641,-1.30584410708018,CD4 Naive,#93A7D1,1,7,HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02324461231593,0.02324461231593,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_naive,MYC Targets V2,0.27280692147629,-1.3302233839425,0.260097087378641,-1.30937258195103,CD4 Naive,#93A7D1,1,7,HALLMARK_MYC_TARGETS_V2,0.0208508019914699,0.0208508019914699,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_naive,Hypoxia,0.187012012012012,-1.3384071389391,0.227985074626866,-1.31772976660764,CD4 Naive,#93A7D1,1,7,HALLMARK_HYPOXIA,0.0206773723314599,0.0206773723314599,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_naive,Complement,0.187012012012012,-1.35542324377339,0.17289255572626,-1.40977370967295,CD4 Naive,#93A7D1,1,7,HALLMARK_COMPLEMENT,-0.0543504658995599,0.0543504658995599,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_naive,P53 Pathway,0.133174088943263,-1.44567079362209,0.0908623474953968,-1.42886853150356,CD4 Naive,#93A7D1,1,7,HALLMARK_P53_PATHWAY,0.01680226211853,0.01680226211853,FALSE,TRUE,TRUE
bortezomib,24,t_cd4_naive,KRAS Signaling UP,0.133174088943263,-1.49175520803227,0.117511471690286,-1.48699099491184,CD4 Naive,#93A7D1,1,7,HALLMARK_KRAS_SIGNALING_UP,0.00476421312042996,0.00476421312042996,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_naive,Inflammatory Response,0.0252827702070594,-1.60103911444517,0.0488325948470973,-1.65566501250602,CD4 Naive,#93A7D1,1,7,HALLMARK_INFLAMMATORY_RESPONSE,-0.0546258980608498,0.0546258980608498,TRUE,TRUE,FALSE
bortezomib,24,t_cd4_naive,Epithelial-Mesenchymal Transition,0.0669088236520808,-1.62495455155303,0.0908623474953968,-1.61270962582456,CD4 Naive,#93A7D1,1,7,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.01224492572847,0.01224492572847,TRUE,TRUE,FALSE
bortezomib,24,t_cd4_naive,Estrogen Response Early,0.0153273151567401,-1.67076225550243,0.0293954700069045,-1.66403924094182,CD4 Naive,#93A7D1,1,7,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.00672301456060986,0.00672301456060986,TRUE,TRUE,FALSE
bortezomib,24,t_cd4_naive,Interferon Alpha Response,0.0120075900467539,-1.73762945159357,0.0074345155947047,-1.83098747151283,CD4 Naive,#93A7D1,1,7,HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.0933580199192601,0.0933580199192601,TRUE,TRUE,FALSE
bortezomib,24,t_cd4_naive,Interferon Gamma Response,0.00424205714245321,-1.7629952966224,3.71455427441061e-06,-2.1171888890133,CD4 Naive,#93A7D1,1,7,HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.3541935923909,0.3541935923909,TRUE,TRUE,FALSE
bortezomib,24,t_cd4_naive,IL2/STAT5 Signaling,0.00120431261010237,-1.83588914955252,0.00222065545184035,-1.80819372601436,CD4 Naive,#93A7D1,1,7,HALLMARK_IL2_STAT5_SIGNALING,0.0276954235381601,0.0276954235381601,TRUE,TRUE,FALSE
bortezomib,24,t_cd4_naive,IL6/JAK/STAT3 Signaling,0.00423921628540894,-1.95414473055154,0.00312482779280952,-1.927837743758,CD4 Naive,#93A7D1,1,7,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.0263069867935399,0.0263069867935399,TRUE,TRUE,FALSE
bortezomib,24,t_cd4_naive,Allograft Rejection,0.000245231603421504,-2.00574924810167,0.000158138060255232,-1.97232248549734,CD4 Naive,#93A7D1,1,7,HALLMARK_ALLOGRAFT_REJECTION,0.0334267626043301,0.0334267626043301,TRUE,TRUE,FALSE
bortezomib,24,t_cd4_treg,ROS Pathway,0.00203034516023331,1.99071909920149,0.00104470144886242,2.02475055669373,CD4 Treg,#E57A93,4,4,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.0340314574922398,0.0340314574922398,TRUE,TRUE,FALSE
bortezomib,24,t_cd4_treg,MYC Targets V1,0.000117518449383164,1.89944592991888,0.427163338453661,1.14885176504685,CD4 Treg,#E57A93,4,4,HALLMARK_MYC_TARGETS_V1,-0.75059416487203,0.75059416487203,TRUE,FALSE,TRUE
bortezomib,24,t_cd4_treg,MTORC1 Signaling,0.00250474542879453,1.78610551404021,0.229461279461279,1.33913390066674,CD4 Treg,#E57A93,4,4,HALLMARK_MTORC1_SIGNALING,-0.44697161337347,0.44697161337347,TRUE,FALSE,TRUE
bortezomib,24,t_cd4_treg,Protein Secretion,0.142896944408357,1.48938630407397,0.0735206378028888,1.53189599160785,CD4 Treg,#E57A93,4,4,HALLMARK_PROTEIN_SECRETION,0.04250968753388,0.04250968753388,FALSE,TRUE,TRUE
bortezomib,24,t_cd4_treg,Fatty Acid Metabolism,0.279207920792079,1.35412074915174,0.155613449934289,1.39643727145912,CD4 Treg,#E57A93,4,4,HALLMARK_FATTY_ACID_METABOLISM,0.04231652230738,0.04231652230738,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,Oxidative Phosphorylation,0.279207920792079,1.28324411158832,0.155613449934289,1.34829854903992,CD4 Treg,#E57A93,4,4,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.0650544374516,0.0650544374516,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,UV Response UP,0.391666666666667,1.2642700930359,0.376442873969376,1.2481543538609,CD4 Treg,#E57A93,4,4,HALLMARK_UV_RESPONSE_UP,-0.0161157391750002,0.0161157391750002,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,Xenobiotic Metabolism,0.43833662497257,1.21914074125162,0.376442873969376,1.2489649617653,CD4 Treg,#E57A93,4,4,HALLMARK_XENOBIOTIC_METABOLISM,0.0298242205136801,0.0298242205136801,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,PI3K/AKT/mTOR Signaling,0.43833662497257,1.18416287715455,0.427163338453661,1.20605927719567,CD4 Treg,#E57A93,4,4,HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.0218964000411199,0.0218964000411199,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,Adipogenesis,0.43833662497257,1.14844625249933,0.453223949337939,1.13316669078409,CD4 Treg,#E57A93,4,4,HALLMARK_ADIPOGENESIS,-0.0152795617152399,0.0152795617152399,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,Glycolysis,0.47,1.12959455630949,0.536658653846154,1.04519117896523,CD4 Treg,#E57A93,4,4,HALLMARK_GLYCOLYSIS,-0.0844033773442601,0.0844033773442601,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,Heme Metabolism,0.47,1.12809134522138,0.453223949337939,1.17385014534953,CD4 Treg,#E57A93,4,4,HALLMARK_HEME_METABOLISM,0.0457588001281499,0.0457588001281499,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,TNFβ Signaling via NFκB,0.479659346846847,1.11826045520631,0.453223949337939,1.1538741219024,CD4 Treg,#E57A93,4,4,HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.03561366669609,0.03561366669609,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,G2/M Checkpoint,0.491738437001595,1.10211852170426,0.547785547785548,1.02398144284865,CD4 Treg,#E57A93,4,4,HALLMARK_G2M_CHECKPOINT,-0.0781370788556099,0.0781370788556099,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,Unfolded Protein Response,0.510355421367657,1.09807037903833,0.453223949337939,1.1319542102861,CD4 Treg,#E57A93,4,4,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.0338838312477701,0.0338838312477701,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,Apoptosis,0.510355421367657,1.07756591030804,0.455549136658322,1.11564055950285,CD4 Treg,#E57A93,4,4,HALLMARK_APOPTOSIS,0.0380746491948101,0.0380746491948101,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,Peroxisome,0.510355421367657,1.07404447330626,0.492819013726487,1.10869434914349,CD4 Treg,#E57A93,4,4,HALLMARK_PEROXISOME,0.03464987583723,0.03464987583723,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,Mitotic Spindle,0.510355421367657,1.0489072500565,0.455549136658322,1.09674943007105,CD4 Treg,#E57A93,4,4,HALLMARK_MITOTIC_SPINDLE,0.0478421800145501,0.0478421800145501,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,DNA Repair,0.510355421367657,1.04321797676961,0.61281179138322,0.98300284404922,CD4 Treg,#E57A93,4,4,HALLMARK_DNA_REPAIR,-0.0602151327203899,0.0602151327203899,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,E2F Targets,0.63021589698906,0.995060146270388,0.536658653846154,1.04149279381926,CD4 Treg,#E57A93,4,4,HALLMARK_E2F_TARGETS,0.046432647548872,0.046432647548872,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,Notch Signaling,0.752271788517142,0.909331410966265,0.716806220095694,0.913950724470504,CD4 Treg,#E57A93,4,4,HALLMARK_NOTCH_SIGNALING,0.00461931350423894,0.00461931350423894,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,Inflammatory Response,0.809444444444445,0.886418685234781,0.597430696416498,-1.01765534155366,CD4 Treg,#E57A93,4,4,HALLMARK_INFLAMMATORY_RESPONSE,-1.90407402678844,1.90407402678844,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,Bile Acid Metabolism,0.809444444444445,0.866779409600268,0.762510276788161,0.890379150363905,CD4 Treg,#E57A93,4,4,HALLMARK_BILE_ACID_METABOLISM,0.023599740763637,0.023599740763637,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,Coagulation,0.806733048838312,0.866228612337827,0.72787128483331,0.896212352137039,CD4 Treg,#E57A93,4,4,HALLMARK_COAGULATION,0.029983739799212,0.029983739799212,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,Spermatogenesis,0.811783696529459,0.835406753332728,0.777507053090536,0.854693354426669,CD4 Treg,#E57A93,4,4,HALLMARK_SPERMATOGENESIS,0.0192866010939411,0.0192866010939411,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,TGFβ Signaling,0.837826086956522,0.804963481716125,0.803810897979969,0.83939343031946,CD4 Treg,#E57A93,4,4,HALLMARK_TGF_BETA_SIGNALING,0.034429948603335,0.034429948603335,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,Epithelial-Mesenchymal Transition,0.837826086956522,0.79471856875962,0.827840909090909,0.813906278827464,CD4 Treg,#E57A93,4,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.019187710067844,0.019187710067844,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,Myogenesis,0.972027972027972,0.655943402605962,0.95970695970696,0.67351045413608,CD4 Treg,#E57A93,4,4,HALLMARK_MYOGENESIS,0.0175670515301181,0.0175670515301181,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,MYC Targets V2,0.972027972027972,0.621521964938944,0.95970695970696,0.648958814478414,CD4 Treg,#E57A93,4,4,HALLMARK_MYC_TARGETS_V2,0.02743684953947,0.02743684953947,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,P53 Pathway,0.930166808029403,-0.818197726585969,0.951771915800693,-0.809237678105058,CD4 Treg,#E57A93,4,4,HALLMARK_P53_PATHWAY,0.00896004848091103,0.00896004848091103,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,Androgen Response,0.811783696529459,-0.887297165269502,0.61281179138322,-0.98516291679883,CD4 Treg,#E57A93,4,4,HALLMARK_ANDROGEN_RESPONSE,-0.097865751529328,0.097865751529328,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,Apical Junction,0.809444444444445,-0.899626461109545,0.762510276788161,-0.900286467006786,CD4 Treg,#E57A93,4,4,HALLMARK_APICAL_JUNCTION,-0.000660005897241023,0.000660005897241023,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,KRAS Signaling DN,0.731290877796902,-0.946435441247502,0.679706021811285,-0.942130122896443,CD4 Treg,#E57A93,4,4,HALLMARK_KRAS_SIGNALING_DN,0.00430531835105896,0.00430531835105896,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,Complement,0.731290877796902,-0.971442208468119,0.453223949337939,-1.13194515232994,CD4 Treg,#E57A93,4,4,HALLMARK_COMPLEMENT,-0.160502943861821,0.160502943861821,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,IL6/JAK/STAT3 Signaling,0.537699631449631,-1.05741960086756,0.536658653846154,-1.0539605377092,CD4 Treg,#E57A93,4,4,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.00345906315835998,0.00345906315835998,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,Hypoxia,0.510355421367657,-1.07436153143479,0.50455432661028,-1.06626218839712,CD4 Treg,#E57A93,4,4,HALLMARK_HYPOXIA,0.00809934303767013,0.00809934303767013,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,KRAS Signaling UP,0.43833662497257,-1.15826085419994,0.455549136658322,-1.12545904610623,CD4 Treg,#E57A93,4,4,HALLMARK_KRAS_SIGNALING_UP,0.03280180809371,0.03280180809371,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,UV Response DN,0.43833662497257,-1.18377544899883,0.427163338453661,-1.18156534065003,CD4 Treg,#E57A93,4,4,HALLMARK_UV_RESPONSE_DN,0.00221010834879998,0.00221010834879998,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,Interferon Gamma Response,0.389747455710516,-1.19442691794414,0.111029379893012,-1.4235296958659,CD4 Treg,#E57A93,4,4,HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.22910277792176,0.22910277792176,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,WNT/β-Catenin Signaling,0.43833662497257,-1.20016356668471,0.453223949337939,-1.1935926333869,CD4 Treg,#E57A93,4,4,HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.00657093329780989,0.00657093329780989,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,Estrogen Response Late,0.389747455710516,-1.28427458065988,0.373863636363636,-1.28911434356834,CD4 Treg,#E57A93,4,4,HALLMARK_ESTROGEN_RESPONSE_LATE,-0.00483976290846,0.00483976290846,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,Cholesterol Homeostasis,0.389747455710516,-1.33268239326479,0.376442873969376,-1.31898713261064,CD4 Treg,#E57A93,4,4,HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0136952606541501,0.0136952606541501,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,Interferon Alpha Response,0.249578075109937,-1.37302108866772,0.15714428063025,-1.47520992524318,CD4 Treg,#E57A93,4,4,HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.10218883657546,0.10218883657546,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,Apical Surface,0.326455566905005,-1.43704861033287,0.356823048471871,-1.43444916710304,CD4 Treg,#E57A93,4,4,HALLMARK_APICAL_SURFACE,0.00259944322982997,0.00259944322982997,FALSE,FALSE,FALSE
bortezomib,24,t_cd4_treg,IL2/STAT5 Signaling,0.0437001838484498,-1.47965762000873,0.0735206378028888,-1.46861675209262,CD4 Treg,#E57A93,4,4,HALLMARK_IL2_STAT5_SIGNALING,0.0110408679161098,0.0110408679161098,TRUE,TRUE,FALSE
bortezomib,24,t_cd4_treg,Allograft Rejection,0.0437001838484498,-1.4958492788917,0.0735206378028888,-1.49710347185343,CD4 Treg,#E57A93,4,4,HALLMARK_ALLOGRAFT_REJECTION,-0.00125419296173002,0.00125419296173002,TRUE,TRUE,FALSE
bortezomib,24,t_cd4_treg,Estrogen Response Early,0.0407718986589273,-1.5651040023338,0.0735206378028888,-1.578240675263,CD4 Treg,#E57A93,4,4,HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0131366729292,0.0131366729292,TRUE,TRUE,FALSE
bortezomib,24,t_cd8_memory,MYC Targets V1,9.38186829776945e-08,2.16233000605992,0.0459065526518003,1.49525195881752,CD8 Memory,#009444,6,2,HALLMARK_MYC_TARGETS_V1,-0.6670780472424,0.6670780472424,TRUE,TRUE,FALSE
bortezomib,24,t_cd8_memory,MTORC1 Signaling,7.19824486620907e-05,1.95115995595077,0.0232682395096865,1.62708086045682,CD8 Memory,#009444,6,2,HALLMARK_MTORC1_SIGNALING,-0.32407909549395,0.32407909549395,TRUE,TRUE,FALSE
bortezomib,24,t_cd8_memory,ROS Pathway,0.00591141861629463,1.9400083692343,0.000975920818078786,1.99542430762859,CD8 Memory,#009444,6,2,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.05541593839429,0.05541593839429,TRUE,TRUE,FALSE
bortezomib,24,t_cd8_memory,Adipogenesis,0.0137757665113178,1.67751004717587,0.0156573880568418,1.70742646728098,CD8 Memory,#009444,6,2,HALLMARK_ADIPOGENESIS,0.0299164201051101,0.0299164201051101,TRUE,TRUE,FALSE
bortezomib,24,t_cd8_memory,Fatty Acid Metabolism,0.0794243166221288,1.56197854351617,0.0252387897897852,1.63944900352674,CD8 Memory,#009444,6,2,HALLMARK_FATTY_ACID_METABOLISM,0.07747046001057,0.07747046001057,TRUE,TRUE,FALSE
bortezomib,24,t_cd8_memory,Spermatogenesis,0.272355095884508,1.39035824471451,0.214001138303927,1.4333454527232,CD8 Memory,#009444,6,2,HALLMARK_SPERMATOGENESIS,0.0429872080086899,0.0429872080086899,FALSE,FALSE,FALSE
bortezomib,24,t_cd8_memory,PI3K/AKT/mTOR Signaling,0.262146892655367,1.33354349132267,0.186293070806513,1.39814756590941,CD8 Memory,#009444,6,2,HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.06460407458674,0.06460407458674,FALSE,FALSE,FALSE
bortezomib,24,t_cd8_memory,Oxidative Phosphorylation,0.272355095884508,1.243941354032,0.186293070806513,1.32761730571238,CD8 Memory,#009444,6,2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.08367595168038,0.08367595168038,FALSE,FALSE,FALSE
bortezomib,24,t_cd8_memory,Glycolysis,0.309261744966443,1.24011976062595,0.309927360774818,1.2266785064329,CD8 Memory,#009444,6,2,HALLMARK_GLYCOLYSIS,-0.01344125419305,0.01344125419305,FALSE,FALSE,FALSE
bortezomib,24,t_cd8_memory,Protein Secretion,0.309261744966443,1.22771087982219,0.261505376344086,1.28670960377832,CD8 Memory,#009444,6,2,HALLMARK_PROTEIN_SECRETION,0.05899872395613,0.05899872395613,FALSE,FALSE,FALSE
bortezomib,24,t_cd8_memory,Peroxisome,0.334336572362198,1.21394407448351,0.309927360774818,1.25582759887685,CD8 Memory,#009444,6,2,HALLMARK_PEROXISOME,0.04188352439334,0.04188352439334,FALSE,FALSE,FALSE
bortezomib,24,t_cd8_memory,UV Response UP,0.334336572362198,1.20827789137332,0.41125703564728,1.15669162535781,CD8 Memory,#009444,6,2,HALLMARK_UV_RESPONSE_UP,-0.0515862660155102,0.0515862660155102,FALSE,FALSE,FALSE
bortezomib,24,t_cd8_memory,Xenobiotic Metabolism,0.560012389654638,1.04728232447911,0.469613259668508,1.09482328728985,CD8 Memory,#009444,6,2,HALLMARK_XENOBIOTIC_METABOLISM,0.0475409628107399,0.0475409628107399,FALSE,FALSE,FALSE
bortezomib,24,t_cd8_memory,Apoptosis,0.576709796672828,1.01631913214411,0.487360653163762,1.07866512782882,CD8 Memory,#009444,6,2,HALLMARK_APOPTOSIS,0.0623459956847099,0.0623459956847099,FALSE,FALSE,FALSE
bortezomib,24,t_cd8_memory,Bile Acid Metabolism,0.576709796672828,1.00726224719702,0.515775034293553,1.04365083677356,CD8 Memory,#009444,6,2,HALLMARK_BILE_ACID_METABOLISM,0.0363885895765399,0.0363885895765399,FALSE,FALSE,FALSE
bortezomib,24,t_cd8_memory,Heme Metabolism,0.591146741024747,1.00066035594572,0.536036036036036,1.01658243718362,CD8 Memory,#009444,6,2,HALLMARK_HEME_METABOLISM,0.0159220812379002,0.0159220812379002,FALSE,FALSE,FALSE
bortezomib,24,t_cd8_memory,G2/M Checkpoint,0.640255591054313,0.95458783229048,0.677989601386482,0.933867655294766,CD8 Memory,#009444,6,2,HALLMARK_G2M_CHECKPOINT,-0.020720176995714,0.020720176995714,FALSE,FALSE,FALSE
bortezomib,24,t_cd8_memory,MYC Targets V2,0.742224565102794,0.838634635007867,0.712519688797671,0.867123128648745,CD8 Memory,#009444,6,2,HALLMARK_MYC_TARGETS_V2,0.028488493640878,0.028488493640878,FALSE,FALSE,FALSE
bortezomib,24,t_cd8_memory,Mitotic Spindle,0.856410256410256,0.822972967467102,0.73377785005692,0.896390631330932,CD8 Memory,#009444,6,2,HALLMARK_MITOTIC_SPINDLE,0.07341766386383,0.07341766386383,FALSE,FALSE,FALSE
bortezomib,24,t_cd8_memory,DNA Repair,0.849073256840247,0.821591981577627,0.830155979202773,0.797128468862226,CD8 Memory,#009444,6,2,HALLMARK_DNA_REPAIR,-0.024463512715401,0.024463512715401,FALSE,FALSE,FALSE
