aifi_cell_type,timepoint,fg,bg,n_sample,gene,coef_C,coef_D,logFC,nomP,adjP,direction_sign,direction,alt_name,branch,y_offset,group,order,gene_ypos,gene_label,treat_label,cell_type_label,cell_type_color,cell_type_xpos,cell_type_ypos
t_cd4_em,24,bortezomib,dmso,180,PLCG1,0.0521660470536769,0.134807744116322,0.0311326981542337,0.660388671016714,0.929886130392998,1,up,PLC-γ1,Initial TCR Response,5,Phospholipase C complex,39,44,PLCG1 | PLC-γ1,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,24,bortezomib,dmso,180,PLCG2,0.00285694464032812,0.139946108826544,0.0580659812469531,0.803790057943709,0.960402014556412,1,up,PLC-γ2,Initial TCR Response,5,Phospholipase C complex,38,43,PLCG2 | PLC-γ2,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,24,bortezomib,dmso,180,PPP3CA,-0.087400640025348,-0.639872260694311,-0.333791977071754,0.00883107250751232,0.172278640375964,-1,dn,,Ca2+–calcineurin–NFAT pathway,3,Ca-calcineurin-NFAT,24,27,PPP3CA,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,24,bortezomib,dmso,180,PPP3CB,0.0184226290235187,-0.2759715322704,-0.0878358031927874,0.450838973825693,0.878205759764659,-1,dn,,Ca2+–calcineurin–NFAT pathway,3,Ca-calcineurin-NFAT,23,26,PPP3CB,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,24,bortezomib,dmso,180,PPP3CC,0.0887445265520173,0.179451576474844,0.125717705376603,0.276221496043142,0.782506428674568,1,up,,Ca2+–calcineurin–NFAT pathway,3,Ca-calcineurin-NFAT,22,25,PPP3CC,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,24,bortezomib,dmso,180,PRKCQ,0.0373661382302394,-0.0188462279418529,0.0206846865995371,0.831708193110071,0.965242529265901,1,up,PKC-Θ,PKCθ–IKK–NF-κβ pathway,4,CBM complex activator,37,41,PRKCQ | PKC-Θ,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,24,bortezomib,dmso,180,PRR5,-0.00547124281770579,-0.113820585834812,-0.00756638394730742,0.966048282460755,0.996261499018812,-1,dn,,mTORC pathways,0,mTORC2 complex,2,2,PRR5,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,24,bortezomib,dmso,180,PTPN22,-0.129919618923061,-0.39271248854717,-0.120850000711661,0.141928206788742,0.630666264205627,-1,dn,Lyp/Pep,Initial TCR Response,5,TCR Negative Regulator,47,52,PTPN22 | Lyp/Pep,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,24,bortezomib,dmso,180,PTPRC,-0.326261923208812,-1.58617362994002,-0.425709042473966,3.27233381115675e-09,1.13045498451252e-06,-1,dn,CD45,Initial TCR Response,5,TCR Activator,49,54,PTPRC | CD45,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,24,bortezomib,dmso,180,PTPRJ,0.0680621198433322,-0.363255383548874,-0.0919906409303154,0.247237150221113,0.75947734347772,-1,dn,CD148,Initial TCR Response,5,TCR Activator,50,55,PTPRJ | CD148,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,24,bortezomib,dmso,180,RAF1,0.127481980432735,-0.0201071781454499,0.0349663754131891,0.149425450486875,0.641671096874008,1,up,c-RAF,RASGRP1–RAS–ERK1/2–AP1 pathway,2,RASGRP1-RAS-ERK1/2-AP1,16,18,RAF1 | c-RAF,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,24,bortezomib,dmso,180,RASGRP1,0.0141730203114819,0.0961892624899404,0.048807306967642,0.87934611603861,0.977061729529749,1,up,,RASGRP1–RAS–ERK1/2–AP1 pathway,2,RASGRP1-RAS-ERK1/2-AP1,18,20,RASGRP1,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,24,bortezomib,dmso,180,RELA,0.0265534227645447,0.988770051907563,0.0513907618722807,0.173132100392718,0.674231209185543,1,up,p65,PKCθ–IKK–NF-κβ pathway,4,NFKB complex,27,31,RELA | p65,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,24,bortezomib,dmso,180,RICTOR,0.148929550831546,-0.154652348773164,0.0445937076978224,0.0354922993945479,0.354923169655368,1,up,,mTORC pathways,0,mTORC2 complex,1,1,RICTOR,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,24,bortezomib,dmso,180,RPTOR,0.224822468222259,0.815405064925378,0.370055404017109,1.36553327269518e-06,0.000179708513712948,1,up,,mTORC pathways,0,mTORC1 complex,4,4,RPTOR,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,24,bortezomib,dmso,180,SOS1,-0.290612574623367,-0.62359500857317,-0.352292633613258,0.000136574608482371,0.00913177483005917,-1,dn,,RASGRP1–RAS–ERK1/2–AP1 pathway,2,RASGRP1-RAS-ERK1/2-AP1,17,19,SOS1,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,24,bortezomib,dmso,180,TRAC,-0.0353947425955716,-0.225558722290582,-0.104710609194669,0.49663635069662,0.8908709378005,-1,dn,TCRɑ,Initial TCR Response,5,TCR complex,58,63,TRAC | TCRɑ,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,24,bortezomib,dmso,180,TRAF6,-0.0107528245098534,0.152479440163954,0.0235003756444144,0.882242393358086,0.978141368678019,1,up,,PKCθ–IKK–NF-κβ pathway,4,CBM complex,32,36,TRAF6,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,24,bortezomib,dmso,180,TRBC1,0.000655480697663267,-0.453483349380531,-0.137206655515686,0.180970975774277,0.686057675012826,-1,dn,TCRβ,Initial TCR Response,5,TCR complex,59,64,TRBC1 | TCRβ,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,24,bortezomib,dmso,180,TXK,-0.151816714883767,-0.0406656984704452,-0.0784170400908534,0.201810375697024,0.714768082245163,-1,dn,,Initial TCR Response,5,Phospholipase C complex,40,45,TXK,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,24,bortezomib,dmso,180,ZAP70,-0.0815460508680932,-0.0324798015693993,-0.0233196585552038,0.241640260012322,0.757444005959228,-1,dn,,Initial TCR Response,5,TCR Output,45,50,ZAP70,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_naive,24,bortezomib,dmso,1352,BCL10,0.0439885272643473,0.0932617003686686,0.0106301450540092,0.403700877973498,0.73387889522202,1,up,,PKCθ–IKK–NF-κβ pathway,4,CBM complex,36,40,BCL10,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,CARD11,0.0301678534055805,0.176166450286757,0.0935890866375562,0.0378689264742881,0.260731298077011,1,up,CARMA1,PKCθ–IKK–NF-κβ pathway,4,CBM complex,34,38,CARD11 | CARMA1,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,CD247,-0.026923501183397,-0.204853928337738,-0.0740075493529391,0.095539704972417,0.407231584098165,-1,dn,CD3ζ,Initial TCR Response,5,TCR complex,56,61,CD247 | CD3ζ,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,CD3D,0.0219199147784113,0.0482169645309345,0.0313459149525376,0.440792887907508,0.757434663647603,1,up,CD3δ,Initial TCR Response,5,TCR complex,60,65,CD3D | CD3δ,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,CD3E,-0.0177683377933789,-0.150343504442612,-0.0535290345173237,0.138294074305439,0.490833602092454,-1,dn,CD3ε,Initial TCR Response,5,TCR complex,61,66,CD3E | CD3ε,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,CD3G,-0.0162269101702579,-0.153413873675512,-0.0632158409460361,0.124482238551868,0.464612539996508,-1,dn,CD3γ,Initial TCR Response,5,TCR complex,57,62,CD3G | CD3γ,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,CD4,-0.00866523701596246,-0.315256591995945,-0.0898906722170126,0.00275604621597718,0.0478255078654864,-1,dn,,Initial TCR Response,5,TCR Coreceptor,55,60,CD4,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,CHUK,0.0260046440297619,0.119443384472536,0.0144813589456633,0.557550575477796,0.818506082611722,1,up,IKKɑ,PKCθ–IKK–NF-κβ pathway,4,IKb Kinase complex,30,34,CHUK | IKKɑ,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,CSK,0.00806631583846526,-0.178046499323349,-0.0248518569317069,0.334061105693157,0.687417905187625,-1,dn,,Initial TCR Response,5,TCR Negative Regulator,48,53,CSK,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,DGKA,-0.0670197051510199,-0.0934379943294277,-0.0676682003842216,0.00171141928175946,0.0345436470818292,-1,dn,DGKɑ,Ca2+–calcineurin–NFAT pathway,3,Ca-calcineurin-NFAT,19,22,DGKA | DGKɑ,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,FYN,-0.0197822090386478,-0.165676921703157,-0.0772577430481642,0.130453244523902,0.475176328905847,-1,dn,,Initial TCR Response,5,ITAM-targeting Kinase,51,56,FYN,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,GRAP2,-0.0434243776045788,-0.229942970893806,-0.126964630214587,0.00283385379500626,0.0486256344691231,-1,dn,GADS,Initial TCR Response,5,Phospholipase C complex,42,47,GRAP2 | GADS,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,IKBKB,-0.0166666197894514,-0.0652508500998654,-0.0215496949582999,0.606332413840501,0.847277510985164,-1,dn,IKKβ,PKCθ–IKK–NF-κβ pathway,4,IKb Kinase complex,31,35,IKBKB | IKKβ,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,ITK,-0.0610403620023417,-0.302808927979102,-0.170547308960652,2.65046571552417e-05,0.00121006381178991,-1,dn,,Initial TCR Response,5,Phospholipase C complex,41,46,ITK,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,JUN,-0.0250486343648186,-0.127812505115145,-0.027822293489841,0.39907525201302,0.731322694599377,-1,dn,c-Jun,Ca2+–calcineurin–NFAT pathway,3,Ca-calcineurin-NFAT,21,24,JUN | c-Jun,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,LAT,-0.00720244018017416,-0.160889344379389,-0.0419923631065252,0.223893343482808,0.588304879929132,-1,dn,,Initial TCR Response,5,Phospholipase C complex,43,48,LAT,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,LCK,0.0290429353617415,0.0310515205425801,0.0206112874533531,0.450476536345991,0.761550591530472,1,up,,Initial TCR Response,5,ITAM-targeting Kinase,52,57,LCK,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,LCP2,-0.0159738986551066,-0.0465472044899404,-0.0290077577023531,0.633991862138188,0.859103821769003,-1,dn,SLP-76,Initial TCR Response,5,Phospholipase C complex,44,49,LCP2 | SLP-76,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,MALT1,0.00939425688124189,-0.0278250361188741,-0.00786650638312336,0.874461930988472,0.951364966054125,-1,dn,,PKCθ–IKK–NF-κβ pathway,4,CBM complex,33,37,MALT1,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,MAP2K1,0.0559787943348481,0.107093755717494,0.0409182390754107,0.0711216291826774,0.353513558141901,1,up,MEK1,RASGRP1–RAS–ERK1/2–AP1 pathway,2,RASGRP1-RAS-ERK1/2-AP1,15,17,MAP2K1 | MEK1,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,MAP2K2,-0.0149394770541521,-0.165940941851008,-0.0194668190898294,0.386803372900021,0.723076253995408,-1,dn,MEK2,RASGRP1–RAS–ERK1/2–AP1 pathway,2,RASGRP1-RAS-ERK1/2-AP1,14,16,MAP2K2 | MEK2,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,MAP2K7,0.00317634959417001,-0.225148708434261,-0.0207007626009105,0.344064955340401,0.69578651767677,-1,dn,MKK7,p38 and JNK pathways,1,JNK activation complex,9,10,MAP2K7 | MKK7,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,MAP3K7,0.0282830821773532,0.0517237067933582,0.0254794228118614,0.400487565364118,0.731668563320545,1,up,TAK1,p38 and JNK pathways,1,JNK activation complex,10,11,MAP3K7 | TAK1,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,MAPK1,0.00628660492878327,0.0464324892636726,0.0191065222545954,0.823394563955189,0.933674949447863,1,up,ERK2,RASGRP1–RAS–ERK1/2–AP1 pathway,2,RASGRP1-RAS-ERK1/2-AP1,13,15,MAPK1 | ERK2,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,MAPK14,0.0303754192272061,0.00685410551373178,0.0143080800034789,0.418883417934024,0.742680493655563,1,up,p38ɑ,p38 and JNK pathways,1,p38,11,12,MAPK14 | p38ɑ,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,MAPK8,0.0356877042423577,0.166119287956441,0.0942059792733524,0.0500545582884829,0.296119941011548,1,up,JNK1,p38 and JNK pathways,1,JNK activation complex,7,8,MAPK8 | JNK1,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,MAPK9,-0.0377955006214004,0.15306560150612,0.0219563543254868,0.175000060193947,0.537820779126215,1,up,JNK2,p38 and JNK pathways,1,JNK activation complex,8,9,MAPK9 | JNK2,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,MAPKAP1,0.0570124553094498,0.0162716730620233,0.0257573008740334,0.071014311299723,0.353513558141901,1,up,,mTORC pathways,0,mTORC2 complex,3,3,MAPKAP1,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,MTOR,0.0253459371817569,0.307940345825569,0.0764612339685559,0.00570762582863092,0.0832271675011391,1,up,,mTORC pathways,0,mTORC1 complex,5,5,MTOR,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,NFATC1,0.00127691028220709,0.256794906527757,0.0359017408945842,0.128988965672949,0.472333492477851,1,up,,Ca2+–calcineurin–NFAT pathway,3,Ca-calcineurin-NFAT,25,28,NFATC1,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,NFKB1,0.0573334700413217,-0.00254633108185139,0.0231592839288474,0.0760777487948811,0.363788237691233,1,up,NF-κB,PKCθ–IKK–NF-κβ pathway,4,NFKB complex,28,32,NFKB1 | NF-κB,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,NFKBIA,-0.00309188004934791,-0.0074204374261281,-0.00109340852005493,0.995133883605766,0.997289155123377,-1,dn,IκBɑ,PKCθ–IKK–NF-κβ pathway,4,NFKB complex,26,30,NFKBIA | IκBɑ,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PAG1,-0.0042915319892258,-0.126262497172343,-0.0574229545500784,0.291964172553872,0.654992049704747,-1,dn,,Initial TCR Response,5,TCR Regulator,46,51,PAG1,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PDPK1,0.0194136284722905,0.131762095214504,0.0199337523175678,0.376772080260616,0.71654893518446,1,up,PDK1,PKCθ–IKK–NF-κβ pathway,4,CBM complex activator,35,39,PDPK1 | PDK1,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PLCG1,0.0389564499065815,0.0476197964023058,0.0185831545392444,0.192853892777181,0.558281870568273,1,up,PLC-γ1,Initial TCR Response,5,Phospholipase C complex,39,44,PLCG1 | PLC-γ1,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PLCG2,0.00361816039100313,0.0601173649006915,0.0295093557333825,0.731949673227107,0.897674127542679,1,up,PLC-γ2,Initial TCR Response,5,Phospholipase C complex,38,43,PLCG2 | PLC-γ2,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PPP3CA,-0.0377822741297594,-0.105276889847944,-0.0703222418128302,0.154305131578706,0.512899608279711,-1,dn,,Ca2+–calcineurin–NFAT pathway,3,Ca-calcineurin-NFAT,24,27,PPP3CA,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PPP3CB,0.0372089063536272,-0.26619075467678,-0.0785045669455178,0.00273094247091265,0.0474973441086168,-1,dn,,Ca2+–calcineurin–NFAT pathway,3,Ca-calcineurin-NFAT,23,26,PPP3CB,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PPP3CC,0.000303735367598137,-0.0266283751242373,-0.0114559508903267,0.945035301020349,0.978570049231594,-1,dn,,Ca2+–calcineurin–NFAT pathway,3,Ca-calcineurin-NFAT,22,25,PPP3CC,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PRKCQ,0.0371782887742863,0.0651387869883863,0.0528442211320588,0.197710140761399,0.564687781895407,1,up,PKC-Θ,PKCθ–IKK–NF-κβ pathway,4,CBM complex activator,37,41,PRKCQ | PKC-Θ,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PTPN22,0.0972769416265307,-0.314929003083481,-0.0545995470745586,0.000214008588540132,0.00736074383005746,-1,dn,Lyp/Pep,Initial TCR Response,5,TCR Negative Regulator,47,52,PTPN22 | Lyp/Pep,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PTPRC,-0.0924685017752649,-0.279879884373028,-0.109748135568481,3.70111335417026e-05,0.00160963284986415,-1,dn,CD45,Initial TCR Response,5,TCR Activator,49,54,PTPRC | CD45,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PTPRJ,-0.000875931266879108,-0.115400531788273,-0.0356248115733546,0.448756330005422,0.760641564312078,-1,dn,CD148,Initial TCR Response,5,TCR Activator,50,55,PTPRJ | CD148,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,RAF1,0.00977090700873913,0.141494834852999,0.0539381854829248,0.222952519710941,0.587039418531727,1,up,c-RAF,RASGRP1–RAS–ERK1/2–AP1 pathway,2,RASGRP1-RAS-ERK1/2-AP1,16,18,RAF1 | c-RAF,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,RASGRP1,0.0108142311480609,-0.092077880343094,-0.0345656908251223,0.449041709075274,0.760641564312078,-1,dn,,RASGRP1–RAS–ERK1/2–AP1 pathway,2,RASGRP1-RAS-ERK1/2-AP1,18,20,RASGRP1,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,RICTOR,0.0468457493527734,0.0962105158203687,0.0721215524818573,0.0567126253485813,0.31804701067812,1,up,,mTORC pathways,0,mTORC2 complex,1,1,RICTOR,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,RPTOR,0.0699508807434573,0.164412136720856,0.0826987791447404,0.000827172545128317,0.0205320822690427,1,up,,mTORC pathways,0,mTORC1 complex,4,4,RPTOR,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,SOS1,-0.137505251189653,-0.214691196776421,-0.176674608798894,9.18203612319513e-08,7.18634868009251e-06,-1,dn,,RASGRP1–RAS–ERK1/2–AP1 pathway,2,RASGRP1-RAS-ERK1/2-AP1,17,19,SOS1,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,TRAC,-0.00172771830476032,-0.227745337545375,-0.0925524086603743,0.0145612060656647,0.152390196219381,-1,dn,TCRɑ,Initial TCR Response,5,TCR complex,58,63,TRAC | TCRɑ,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,TRAF6,-0.0227517275969602,0.126881180913932,0.0145586534763888,0.440862588612096,0.757434663647603,1,up,,PKCθ–IKK–NF-κβ pathway,4,CBM complex,32,36,TRAF6,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,TRBC1,-0.0752416787909016,-0.317979412350608,-0.131515534007128,0.000134965564061086,0.00489717247730709,-1,dn,TCRβ,Initial TCR Response,5,TCR complex,59,64,TRBC1 | TCRβ,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,TXK,0.0220196978199417,-0.220465463833048,-0.0529083570003812,0.0612728123624553,0.330029825014067,-1,dn,,Initial TCR Response,5,Phospholipase C complex,40,45,TXK,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,ZAP70,-0.0198019279446951,-0.034114091914682,-0.00860866841029778,0.640376454615413,0.860695115592296,-1,dn,,Initial TCR Response,5,TCR Output,45,50,ZAP70,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_treg,24,bortezomib,dmso,78,BCL10,0.0219964408924089,0.496765130752359,0.050658373653452,0.67399765459719,0.999998222324989,1,up,,PKCθ–IKK–NF-κβ pathway,4,CBM complex,36,40,BCL10,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,CARD11,0.101517158804119,0.306651099991149,0.174041363176123,0.45056279174468,0.999998222324989,1,up,CARMA1,PKCθ–IKK–NF-κβ pathway,4,CBM complex,34,38,CARD11 | CARMA1,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,CD247,-0.137273801523178,0.328929656644188,-0.07008367665598,0.336040464352786,0.999998222324989,-1,dn,CD3ζ,Initial TCR Response,5,TCR complex,56,61,CD247 | CD3ζ,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,CD3D,0.0558716348589678,0.162346978999953,0.101441327292907,0.709536185785302,0.999998222324989,1,up,CD3δ,Initial TCR Response,5,TCR complex,60,65,CD3D | CD3δ,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,CD3E,-0.00925914497514839,-0.969571979594138,-0.30230666292794,0.0242154039610706,0.532047807241223,-1,dn,CD3ε,Initial TCR Response,5,TCR complex,61,66,CD3E | CD3ε,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,CD3G,-0.0875891744764902,-0.913744617826755,-0.363073618768469,0.0188039545685746,0.524463463182979,-1,dn,CD3γ,Initial TCR Response,5,TCR complex,57,62,CD3G | CD3γ,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,CD4,-0.183876256049767,-0.147998762683426,-0.0887075985919155,0.282150361453699,0.999998222324989,-1,dn,,Initial TCR Response,5,TCR Coreceptor,55,60,CD4,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,CHUK,0.206929376005396,0.10929418683323,0.0395128953014294,0.434456934964445,0.999998222324989,1,up,IKKɑ,PKCθ–IKK–NF-κβ pathway,4,IKb Kinase complex,30,34,CHUK | IKKɑ,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,CSK,0.113694734697557,-0.283458401405303,-0.0396454343411153,0.395700207106394,0.999998222324989,-1,dn,,Initial TCR Response,5,TCR Negative Regulator,48,53,CSK,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,DGKA,0.0929310131196567,-0.12419932281785,-0.0134900755830399,0.540320731539668,0.999998222324989,-1,dn,DGKɑ,Ca2+–calcineurin–NFAT pathway,3,Ca-calcineurin-NFAT,19,22,DGKA | DGKɑ,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,ELK1,-0.100420945738391,1.19790098311727,0.0471851072117938,0.37010042328734,0.999998222324989,1,up,,RASGRP1–RAS–ERK1/2–AP1 pathway,2,RASGRP1-RAS-ERK1/2-AP1,12,14,ELK1,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,FYN,-0.260392698391446,-0.505581159152437,-0.381297765566456,0.0239019783303427,0.532047807241223,-1,dn,,Initial TCR Response,5,ITAM-targeting Kinase,51,56,FYN,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,GRAP2,-0.102677646834856,-0.954719064545214,-0.417869493125035,0.0160845459019137,0.489182422065494,-1,dn,GADS,Initial TCR Response,5,Phospholipase C complex,42,47,GRAP2 | GADS,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,IKBKB,-0.0349825844132199,-0.20570559725174,-0.046194569631643,0.861847473774719,0.999998222324989,-1,dn,IKKβ,PKCθ–IKK–NF-κβ pathway,4,IKb Kinase complex,31,35,IKBKB | IKKβ,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,IKBKG,0.0659756394563611,0.214316351357207,0.020059752130486,0.925030944241893,0.999998222324989,1,up,IKKγ,PKCθ–IKK–NF-κβ pathway,4,IKb Kinase complex,29,33,IKBKG | IKKγ,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,ITK,-0.106407676265703,-0.877050259364083,-0.447054390424471,0.0181177059459745,0.52354774149384,-1,dn,,Initial TCR Response,5,Phospholipase C complex,41,46,ITK,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,JUN,-0.0579306954918143,0.0892830886806034,0.00941721115930999,0.940961790460009,0.999998222324989,1,up,c-Jun,Ca2+–calcineurin–NFAT pathway,3,Ca-calcineurin-NFAT,21,24,JUN | c-Jun,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,LAT,-0.0758151314972465,-0.804573563392269,-0.23032445946225,0.0840029636921656,0.821545955474346,-1,dn,,Initial TCR Response,5,Phospholipase C complex,43,48,LAT,Bor/DMSO,CD4 Treg,#E57A93,4,4
