aifi_cell_type,timepoint,fg,bg,n_sample,gene,coef_C,coef_D,logFC,nomP,adjP,direction_sign,direction,alt_name,gene_group,source,notes,y_offset,order,gene_ypos,treat_label,cell_type_label,cell_type_color,cell_type_xpos,cell_type_ypos
t_cd4_naive,24,bortezomib,dmso,1352,RNF157,-0.00225964873779719,-0.37231446387343,-0.127507295217938,8.4926749646104e-05,0.00330653893292192,-1,dn,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,38,39,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,RNF168,0.0236050037251494,-0.00637796783553753,0.00560246223478089,0.629264294040414,0.856818238112902,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,37,38,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,RNF213,-0.00204089655835478,-0.139331030173692,-0.0587250323218289,0.243522917526581,0.609801102653894,-1,dn,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,36,37,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,RNF216,0.00822300366768114,0.0145608212495715,0.00996118506045385,0.914382343346359,0.967353458409182,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,35,36,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,RNF38,0.0138349670762875,0.193152472593972,0.088720124137167,0.0451540001396769,0.282051141627648,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,34,35,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,STAMBPL1,0.0264291513762816,-0.17215102762754,-0.0615305588507933,0.0489721709701251,0.293679868132025,-1,dn,,DUB: De-Ub Enzyme,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/DUBs/,Symbols converted via HGNC Multi-Symbol Checker,0,10,10,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,TANK,-0.0223442184210797,-0.0283408628346604,-0.018951625110939,0.662493597983632,0.868009206787574,-1,dn,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,33,34,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,TRAF3,-0.00300672473424291,0.120079377152462,0.0416332071730792,0.369865799497561,0.711925664068629,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,32,33,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,TRIM22,-0.0362514738327463,-0.191742454809392,-0.0988939811096265,0.0108096765490185,0.128416707447396,-1,dn,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,31,32,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,TRIM25,0.0714819709270125,0.0480652603287158,0.016378832782562,0.0115162308400826,0.133630091593697,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,30,31,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,TRIM33,0.00939222302374649,-0.0261034999170081,-0.00692920401312402,0.869336595774921,0.950658149147357,-1,dn,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,29,30,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,TRIM37,0.0452069926569585,0.384671715105689,0.100200077941373,0.000171526423625436,0.0060252832311907,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,28,29,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,TRIM56,-0.00959137367954704,-0.0290088940904008,-0.0144813687293224,0.850830187056166,0.943210039492206,-1,dn,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,27,28,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,TRIP12,0.0536685699516792,0.209049773375144,0.112284354719004,0.00238722539391311,0.0434917310482507,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,26,27,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,TTC3,0.0160661822309676,-0.0546666516244472,-0.012945969363362,0.626311216832334,0.855578920768897,-1,dn,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,25,26,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,UBA6,-0.00652658613673063,0.36527191070388,0.117179293112953,0.000176660936582426,0.00615664222518803,1,up,,E1: Ub Activating,https://www.genenames.org/data/genegroup/#!/group/100,,3,76,79,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,UBE2D2,-0.0253316915203351,-0.0496938138352686,-0.0330315651742906,0.490452839076281,0.783930251790126,-1,dn,,E2: Ub Conjugating,https://www.genenames.org/data/genegroup/#!/group/102,,2,74,76,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,UBE2E2,-0.0453138729618214,-0.0729047883054169,-0.0549339501262868,0.296535856591015,0.658767660254179,-1,dn,,E2: Ub Conjugating,https://www.genenames.org/data/genegroup/#!/group/102,,2,73,75,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,UBE2G1,0.0133251024284765,-0.00331177677594909,0.00263693112641417,0.891634339491909,0.957363215554339,1,up,,E2: Ub Conjugating,https://www.genenames.org/data/genegroup/#!/group/102,,2,72,74,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,UBE2H,-0.0194173837426605,-0.0408184381482462,-0.020120868735946,0.665140914191893,0.86973960157497,-1,dn,,E2: Ub Conjugating,https://www.genenames.org/data/genegroup/#!/group/102,,2,71,73,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,UBE2K,0.0379282931508613,0.179664692088285,0.0987742189396613,0.0215936177068323,0.19477447985498,1,up,,E2: Ub Conjugating,https://www.genenames.org/data/genegroup/#!/group/102,,2,70,72,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,UBE2L3,0.0369780048514239,0.200749408689139,0.0576277494856822,0.0295909432452829,0.230652982409878,1,up,,E2: Ub Conjugating,https://www.genenames.org/data/genegroup/#!/group/102,,2,69,71,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,UBE2R2,0.0126926143862641,0.152347751467562,0.0516386648073504,0.213253770429506,0.577358425412748,1,up,,E2: Ub Conjugating,https://www.genenames.org/data/genegroup/#!/group/102,,2,68,70,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,UBE4B,0.112703471329075,0.693832895085293,0.297299931311608,4.69386497030762e-20,1.63645201464816e-17,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,24,25,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,UBR1,-0.00514226278532047,0.0125170451022904,0.00312403757947,0.964151345065696,0.98495482374186,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,23,24,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,UBR2,0.0546175157238464,0.0327829830664403,0.0420398766662766,0.0405903636200578,0.267290508899098,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,22,23,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,UBR3,0.164733680871762,0.625059172544413,0.375694975748428,2.17855928564281e-24,1.04434685755502e-21,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,21,22,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,UBR4,0.0336197835761662,0.387682817752521,0.123444918551978,2.47874116937497e-05,0.00115926492494549,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,20,21,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,UNKL,-0.0124597380286935,0.0489602971710848,0.00540425893903371,0.811742160727952,0.928708587825685,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,19,20,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,USP12,0.0203086553969343,0.144054451500673,0.0422054508249551,0.234868859679812,0.598674163660784,1,up,,DUB: De-Ub Enzyme,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/DUBs/,Symbols converted via HGNC Multi-Symbol Checker,0,8,8,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,USP14,0.0719708124469706,0.316513101554421,0.119601988984168,1.96656839969882e-05,0.000954656938334807,1,up,,DUB: De-Ub Enzyme,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/DUBs/,Symbols converted via HGNC Multi-Symbol Checker,0,7,7,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,USP25,0.0143662539638927,0.0226325449051092,0.0186236000292399,0.789228376310509,0.920545241129901,1,up,,DUB: De-Ub Enzyme,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/DUBs/,Symbols converted via HGNC Multi-Symbol Checker,0,6,6,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,USP3,-0.00360069232413566,-0.288469905736571,-0.129287936587949,0.00145657862597804,0.0305700146151155,-1,dn,,DUB: De-Ub Enzyme,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/DUBs/,Symbols converted via HGNC Multi-Symbol Checker,0,5,5,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,USP34,0.0126184565668289,0.00994381293816358,0.0132137915938955,0.846160513697538,0.942054480988251,1,up,,DUB: De-Ub Enzyme,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/DUBs/,Symbols converted via HGNC Multi-Symbol Checker,0,4,4,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,USP38,0.0119519907644164,0.429745792771851,0.0627921130996799,0.00263734273361638,0.0463954558872423,1,up,,DUB: De-Ub Enzyme,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/DUBs/,Symbols converted via HGNC Multi-Symbol Checker,0,3,3,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,USP47,0.0500644414609476,0.223512738862027,0.129581829143452,0.00189760008501652,0.0372240221280734,1,up,,DUB: De-Ub Enzyme,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/DUBs/,Symbols converted via HGNC Multi-Symbol Checker,0,2,2,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,USP9X,-0.00916442835450227,0.177750210815208,0.0722649095749214,0.0751673332628824,0.361836875529406,1,up,,DUB: De-Ub Enzyme,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/DUBs/,Symbols converted via HGNC Multi-Symbol Checker,0,1,1,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,WWP1,0.0471446272356478,0.06670894088413,0.0534086121528242,0.0640169287100896,0.336971290365139,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,18,19,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,ZXDC,0.0402777578655468,0.143329303064881,0.0681619048444195,0.0356592334380615,0.252795094556141,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,17,18,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_treg,24,bortezomib,dmso,78,AFF4,0.245148726219333,-0.0371042411984313,0.0494149535713576,0.14264514095443,0.935751408838625,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,67,68,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,ANKIB1,-0.0523707173046372,0.0669183060629935,0.00627774763564282,0.875812597101788,0.999998222324989,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,66,67,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,ARIH1,0.0672546441645268,-0.536205085498923,-0.191739052320273,0.210184158157567,0.999998222324989,-1,dn,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,65,66,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,BIRC6,0.141103557918293,0.714342832034429,0.326774983931597,0.0626002499380615,0.742484173616447,1,up,,E2: Ub Conjugating,https://www.genenames.org/data/genegroup/#!/group/102,,2,75,77,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,CNOT4,0.170149030963553,-0.618274539681067,-0.187108599161929,0.0328195198777384,0.561457372283419,-1,dn,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,64,65,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,COP1,-0.166365743666948,0.75976686727917,0.194033314709962,0.0272579613437559,0.532047807241223,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,45,46,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,CYLD,-0.0695391100021493,-0.287403778720258,-0.174397903624857,0.54847684448961,0.999998222324989,-1,dn,,DUB: De-Ub Enzyme,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/DUBs/,Symbols converted via HGNC Multi-Symbol Checker,0,16,16,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,DESI1,0.218381714837007,1.55073796492578,0.333890808721061,0.00172735828465938,0.210137933546271,1,up,,DUB: De-Ub Enzyme,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/DUBs/,Symbols converted via HGNC Multi-Symbol Checker,0,15,15,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,DTX3L,-0.0715840361203907,-0.723466276508901,-0.104595819938004,0.37288615981035,0.999998222324989,-1,dn,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,63,64,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,HECTD4,0.0907912748553033,-0.308454847488188,-0.0910574518920169,0.467507483414576,0.999998222324989,-1,dn,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,62,63,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,HERC1,0.0357294099127996,0.457776618870499,0.203172354032722,0.384505881370352,0.999998222324989,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,61,62,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,HERC2,0.212274918268509,0.0153035455532434,0.0696914505239919,0.114765757679772,0.891811733642477,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,60,61,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,HUWE1,-0.0600814634506451,0.182138100242333,0.0483764928922595,0.67417249689632,0.999998222324989,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,59,60,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,KCMF1,-0.0141299215795895,0.473023440829072,0.192595108078155,0.369702060006152,0.999998222324989,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,58,59,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,KMT2C,0.00749577024379731,0.507396459040922,0.212926167476272,0.36698363591943,0.999998222324989,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,57,58,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,MAP3K1,-0.221660498350167,-0.590601569872348,-0.367492352326477,0.0259385892290939,0.532047807241223,-1,dn,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,56,57,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,MDM2,0.161237887660529,0.186135852334263,0.0944504873024649,0.274211382277818,0.999998222324989,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,55,56,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,MDM4,0.0914585000492381,-0.267231637036124,-0.0617331689874301,0.259903750685587,0.999998222324989,-1,dn,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,54,55,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,MIB1,-0.171689778955123,-0.086575279531773,-0.132137215005995,0.269809354476945,0.999998222324989,-1,dn,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,53,54,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,MKRN1,0.118958763097386,-0.204268751600314,-0.0221683903570364,0.546251619720736,0.999998222324989,-1,dn,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,52,53,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,MYCBP2,0.0507363979476071,-1.08282271828727,-0.254405127565138,0.033286054298587,0.566612410112831,-1,dn,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,51,52,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,OTULIN,0.051644099268222,0.35494474983387,0.130537795764859,0.523812660170927,0.999998222324989,1,up,,DUB: De-Ub Enzyme,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/DUBs/,Symbols converted via HGNC Multi-Symbol Checker,0,14,14,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PARP11,0.053106283622797,-0.175074216473686,-0.0296723851822525,0.841906724599682,0.999998222324989,-1,dn,,DUB: De-Ub Enzyme,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/DUBs/,Symbols converted via HGNC Multi-Symbol Checker,0,13,13,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PCGF5,-0.0341088646611334,-0.248022365329189,-0.10317535638023,0.713637131722623,0.999998222324989,-1,dn,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,49,50,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PELI1,-0.111473851888332,-0.601766435192404,-0.27580312688866,0.0967200207976783,0.861502131496443,-1,dn,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,48,49,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PELI2,0.266470098153941,-0.273195575860417,-0.00986675764633757,0.480376922475589,0.999998222324989,-1,dn,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,47,48,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PRKN,0.0176887159830928,0.146710206436035,0.0620838973781416,0.910258618876079,0.999998222324989,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,50,51,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMD14,0.233187632130168,2.86372804574839,1.10006205859824,4.76438054150104e-12,2.08656045815038e-08,1,up,,DUB: De-Ub Enzyme,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/DUBs/,Symbols converted via HGNC Multi-Symbol Checker,0,12,12,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMD7,0.308160923808355,0.994244695950551,0.452498030832929,0.000936139373224072,0.149084450364903,1,up,,DUB: De-Ub Enzyme,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/DUBs/,Symbols converted via HGNC Multi-Symbol Checker,0,11,11,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,RFFL,0.105044289758648,0.267110014748549,0.0995109685658489,0.538806002983115,0.999998222324989,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,46,47,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,RNF111,0.231118265777931,0.392703200624673,0.305340558399466,0.0144718310902264,0.468699933420372,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,44,45,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,RNF125,0.21600715360115,-0.985495879770236,-0.25560630690104,0.0171756850138416,0.509972288258437,-1,dn,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,43,44,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,RNF13,-0.0491989802428413,0.178971585289991,0.0542592695564157,0.74177725257307,0.999998222324989,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,42,43,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,RNF144A,0.195689659418467,-0.12443402056682,0.00320573987260886,0.505593657953951,0.999998222324989,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,41,42,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,RNF145,0.0853038561885988,-0.156961690689777,-0.0221953873077571,0.541650046381226,0.999998222324989,-1,dn,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,40,41,Bor/DMSO,CD4 Treg,#E57A93,4,4
